n,steps,threads,time
1024,1000,45,873339
1024,1000,45,842211
1024,1000,45,842598
1024,1000,45,847895
1024,1000,45,848379
2048,1000,45,2305557
2048,1000,45,2305681
2048,1000,45,2321290
2048,1000,45,2322362
2048,1000,45,2323793
4096,1000,45,6745806
4096,1000,45,6898150
4096,1000,45,6785780
4096,1000,45,6786141
4096,1000,45,6786343
