16,1000,64,204261
16,1000,64,204303
16,1000,64,204376
16,1000,64,204485
16,1000,64,204277
16,1000,64,204363
16,1000,64,205264
16,1000,64,204158
16,1000,64,204345
16,1000,64,204592
32,1000,64,203487
32,1000,64,204102
32,1000,64,203737
32,1000,64,205509
32,1000,64,204761
32,1000,64,204167
32,1000,64,203850
32,1000,64,204033
32,1000,64,203757
32,1000,64,204207
64,1000,64,203899
64,1000,64,204050
64,1000,64,203695
64,1000,64,204137
64,1000,64,203893
64,1000,64,203984
64,1000,64,204010
64,1000,64,203652
64,1000,64,203809
64,1000,64,204280
128,1000,64,204347
128,1000,64,204230
128,1000,64,203906
128,1000,64,203594
128,1000,64,205053
128,1000,64,203635
128,1000,64,204193
128,1000,64,203831
128,1000,64,203840
128,1000,64,207718
