n,steps,threads,time
1024,1000,128,840477
1024,1000,128,840335
1024,1000,128,847863
1024,1000,128,847295
1024,1000,128,847010
2048,1000,128,2306496
2048,1000,128,2325453
2048,1000,128,2324507
2048,1000,128,2325832
2048,1000,128,2325314
4096,1000,128,6796442
4096,1000,128,6796505
4096,1000,128,6796053
4096,1000,128,6796530
4096,1000,128,6795650
