n,steps,threads,time
1024,1000,128,978426
1024,1000,128,978664
1024,1000,128,978175
1024,1000,128,978269
1024,1000,128,978412
2048,1000,128,1948694
2048,1000,128,1948503
2048,1000,128,1951221
2048,1000,128,1948430
2048,1000,128,1948029
4096,1000,128,6813206
4096,1000,128,6813878
4096,1000,128,6812801
4096,1000,128,6814614
4096,1000,128,6813460
