n,steps,threads,time
1024,1000,128,1746704
1024,1000,128,1678281
1024,1000,128,1678925
1024,1000,128,1679069
1024,1000,128,1678718
2048,1000,128,3350008
2048,1000,128,3351022
2048,1000,128,3377665
2048,1000,128,3379031
2048,1000,128,3377691
4096,1000,128,6746464
4096,1000,128,6795762
4096,1000,128,6795882
4096,1000,128,6795095
4096,1000,128,6795737
