n,steps,threads,time
1024,1000,128,1172012
1024,1000,128,1172504
1024,1000,128,1169963
1024,1000,128,1170694
1024,1000,128,1171899
2048,1000,128,2393349
2048,1000,128,2337720
2048,1000,128,2337548
2048,1000,128,2334695
2048,1000,128,2338564
4096,1000,128,9041645
4096,1000,128,9053845
4096,1000,128,9053770
4096,1000,128,9054765
4096,1000,128,9055142
